,cep_5_digitos,cidade,uf,lat,lon
11718,85640,Ampére,PR,-25.9168712,-53.4742414
11719,68383,Vitória do Xingu,PA,-2.8833063,-52.0114889
11720,95890,Teutônia,RS,-29.4514561,-51.8087983
11721,13106,Campinas,SP,-22.90556,-47.06083
11722,61942,Maranguape,CE,-3.8922967,-38.6835427
11723,88538,Bocaína do Sul,SC,-27.745494,-49.942279
11724,69038,Manaus,AM,-3.1316333,-59.9825041
11725,31510,Belo Horizonte,MG,-19.9227318,-43.9450948
11726,93030,São Leopoldo,RS,-29.7544405,-51.1516497
11727,15160,Poloni,SP,-20.7836955,-49.8149752
11728,08692,Suzano,SP,-23.5427842,-46.3108391
11729,35044,Governador Valadares,MG,-18.8539497,-41.9458753
11730,06334,Carapicuíba,SP,-23.5234673,-46.8406808
11731,62800,Aracati,CE,-4.558259,-37.767894
11732,30140,Belo Horizonte,MG,-19.9227318,-43.9450948
11733,66040,Belém,PA,-1.45056,-48.4682453
11734,85650,Santa Izabel do Oeste,PR,-25.821652,-53.480146
11735,63570,Antonina do Norte,CE,-6.7756797,-39.9873337
11736,21050,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11737,65255,Guimarães,MA,-2.127551,-44.60199
11738,87567,Guaiporã,PR,-23.94227,-53.586839
11739,48350,Aporá,BA,-11.6599747,-38.0794757
11740,59445,Serra da Tapuia,RN,-6.0906134000000005,-35.97503641775353
11741,32181,Contagem,MG,-19.9132749,-44.0840953
11742,07403,Arujá,SP,-23.396266,-46.3175449
11743,56150,Moreilândia,PE,-7.61413655,-39.495672585037795
11744,40487,Salvador,BA,-12.9822499,-38.4812772
11745,08663,Suzano,SP,-23.5427842,-46.3108391
11746,14850,Pradópolis,SP,-21.3597815,-48.0746603
11747,13360,Capivari,SP,-22.9999295,-47.5031066
11748,70258,Brasília,DF,-15.7934036,-47.8823172
11749,58710,Vista Serrana,PB,-6.7391662,-37.5685755
11750,91771,Porto Alegre,RS,-30.0324999,-51.2303767
11751,24803,Itaboraí,RJ,-22.7496231,-42.8557428
11752,48435,Adustina,BA,-10.5358875,-38.114479
11753,99725,Três Arroios,RS,-27.4995057,-52.149354
11754,13254,Itatiba,SP,-22.9965861,-46.8412042
11755,50751,Recife,PE,-8.0584933,-34.8848193
11756,97390,Lavras do Sul,RS,-30.8118057,-53.8982856
11757,29100,Vila Velha,ES,-20.3297037,-40.2920174
11758,14709,Bebedouro,SP,-20.949077,-48.479083
11759,45290,Ibicuí,BA,-14.84496,-39.987915
11760,65907,Imperatriz,MA,-5.5269279,-47.478115
11761,29695,Itaimbé,ES,-19.62550555,-40.87804009959875
11762,44620,Baixa Grande,BA,-11.9630941,-40.1657537
11763,86042,Londrina,PR,-23.3112878,-51.1595023
11764,85035,Guarapuava,PR,-25.3950986,-51.4622016
11765,55470,Panelas,PE,-8.661211,-36.012539
11766,62852,Caponga,CE,-4.04553,-38.200979
11767,45130,Caatiba,BA,-14.9782759,-40.4092325
11768,36777,Sereno,MG,-21.29411635,-42.649914938610735
11769,79332,Corumbá,MS,-19.0016365,-57.6534316
11770,76382,Goianésia,GO,-15.3118269,-49.1162001
11771,07413,Arujá,SP,-23.396266,-46.3175449
11772,61627,Caucaia,CE,-3.7300563,-38.6593082
11773,15525,Parisi,SP,-20.3039424,-50.0135808
11774,91785,Porto Alegre,RS,-30.0324999,-51.2303767
11775,76963,Cacoal,RO,-11.4333,-61.4420502
11776,27598,Penedo,RJ,-22.4409531,-44.5240711
11777,89046,Blumenau,SC,-26.9195567,-49.0658025
11778,12233,São José dos Campos,SP,-23.1860383,-45.8866816
11779,41350,Salvador,BA,-12.9822499,-38.4812772
11780,17035,Bauru,SP,-22.3218102,-49.0705863
11781,35300,Caratinga,MG,-19.7900887,-42.140533
11782,38185,Tapira,MG,-19.9225,-46.823056
11783,29136,Viana,ES,42.5154725,-2.3713437
11784,19042,Presidente Prudente,SP,-22.1225167,-51.3882528
11785,24877,Itaboraí,RJ,-22.7496231,-42.8557428
11786,24721,São Gonçalo,RJ,-22.8219014,-43.0309252
11787,28348,Comendador Venâncio,RJ,-21.1795613,-42.1048767
11788,85685,Nova Prata do Iguaçu,PR,-25.6325323,-53.3463611
11789,05406,São Paulo,SP,-23.5506507,-46.6333824
11790,59295,São Gonçalo do Amarante,RN,-5.7932331,-35.3286312
11791,34575,Sabará,MG,-19.8900372,-43.8107916
11792,40231,Salvador,BA,-12.9822499,-38.4812772
11793,14161,Sertãozinho,SP,-21.1375782,-47.9913741
11794,32010,Contagem,MG,-19.9132749,-44.0840953
11795,13406,Piracicaba,SP,-22.72528,-47.64917
11796,66019,Belém,PA,-1.45056,-48.4682453
11797,28300,Itaperuna,RJ,-21.2048,-41.88801
11798,34735,Sabará,MG,-19.8900372,-43.8107916
11799,19770,Oscar Bressane,SP,-22.314874,-50.281118
11800,23082,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11801,59060,Natal,RN,-5.805398,-35.2080905
11802,07162,Guarulhos,SP,-23.4430602,-46.524459
11803,60312,Fortaleza,CE,-3.7304512,-38.5217989
11804,89905,Bandeirante,SC,-26.766040500000003,-53.64681385801434
11805,95755,São José do Hortêncio,RS,-29.5305383,-51.2503032
11806,35280,Itabirinha,MG,-18.5711894,-41.2339862
11807,99655,Faxinalzinho,RS,-27.4240501,-52.6738684
11808,13732,Mococa,SP,-21.464731,-47.002405
11809,24715,São Gonçalo,RJ,-22.8219014,-43.0309252
11810,53630,Igarassu,PE,-7.8354423,-34.9061125
11811,60543,Fortaleza,CE,-3.7304512,-38.5217989
11812,65071,São Luís,MA,-2.5295265,-44.2963942
11813,96193,Chuvisca,RS,-30.7557984,-51.9784928
11814,18870,Fartura,SP,-23.390039,-49.5109023
11815,78144,Várzea Grande,MT,-15.645816,-56.132218
11816,87670,Inajá,PR,-22.7530214,-52.1976067
11817,73375,Brasília,DF,-15.7934036,-47.8823172
11818,95820,General Câmara,RS,-29.9059611,-51.7626198
11819,48490,Inhambupe,BA,-11.7921718,-38.3596957
11820,59517,Fernando Pedroza,RN,-5.6972558,-36.5316864
11821,35908,Bom Jesus do Amparo,MG,-19.7045132,-43.4752911
11822,76285,Novo Brasil,GO,-16.0337152,-50.7112124
11823,22211,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11824,49067,Aracaju,SE,-10.9162061,-37.0774655
11825,11711,Praia Grande,SP,-24.005833,-46.402778
11826,39403,Montes Claros,MG,-16.7273538,-43.8717676
11827,41680,Salvador,BA,-12.9822499,-38.4812772
11828,48780,Biritinga,BA,-11.6227908,-38.8066738
11829,72311,Brasília,DF,-15.7934036,-47.8823172
11830,39290,São Romão,MG,-16.3687716,-45.0678597
11831,25625,Petrópolis,RJ,-22.5075743,-43.1785356
11832,60160,Fortaleza,CE,-3.7304512,-38.5217989
11833,39558,Fruta de Leite,MG,-16.1169,-42.5278
11834,46190,Paramirim,BA,-13.4437218,-42.2419768
11835,17905,Jamaica,SP,-21.53031185,-51.6268714125
11836,22040,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11837,64008,Teresina,PI,-5.0896403,-42.809588
11838,76180,Nazário,GO,-16.5807689,-49.881671
11839,21715,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11840,76740,Faina,GO,-15.4458005,-50.3633826
11841,69043,Manaus,AM,-3.1316333,-59.9825041
11842,34525,Sabará,MG,-19.8900372,-43.8107916
11843,86802,Apucarana,PR,-23.5525327,-51.4610764
11844,40220,Salvador,BA,-12.9822499,-38.4812772
11845,06122,Osasco,SP,-23.5324859,-46.7916801
11846,27323,Barra Mansa,RJ,-22.5394843,-44.1735129
11847,76829,Porto Velho,RO,-8.7494525,-63.8735438
11848,65049,São Luís,MA,-2.5295265,-44.2963942
11849,69047,Manaus,AM,-3.1316333,-59.9825041
11850,56700,São José do Egito,PE,-7.469447,-37.273974
11851,49087,Aracaju,SE,-10.9162061,-37.0774655
11852,68398,Cumaru do Norte,PA,-7.8122669,-50.7677675
11853,96090,Pelotas,RS,-31.7699736,-52.3410161
11854,94480,Viamão,RS,-30.0819338,-51.0261927
11855,64798,Guaribas,PI,-9.3957375,-43.6877965
11856,78850,Primavera do Leste,MT,-15.5614127,-54.2993946
11857,45066,Vitória da Conquista,BA,-14.8567487,-40.8414804
11858,75120,Anápolis,GO,-16.3332828,-48.9525756
11859,76304,Ipiranga de Goiás,GO,-15.1744391,-49.6733825
11860,69918,Rio Branco,AC,-9.9765362,-67.8220778
11861,08331,São Paulo,SP,-23.5506507,-46.6333824
11862,13388,Nova Odessa,SP,-22.783186,-47.294059
11863,96990,Estrela Velha,RS,-29.1775802,-53.1597523
11864,85740,Pérola d'Oeste,PR,-25.827794,-53.743333
11865,74765,Goiânia,GO,-16.680882,-49.2532691
11866,35690,Florestal,MG,-19.8878705,-44.4314766
11867,99470,Não-Me-Toque,RS,-28.4575507,-52.8196547
11868,19575,Espigão,SP,-22.1959223,-51.345722663995964
11869,14460,Cristais Paulista,SP,-20.403569,-47.420915
11870,95923,Marques de Souza,RS,-29.3275642,-52.0961801
11871,58922,Bernardino Batista,PB,-6.4532173,-38.5495418
11872,11013,Santos,SP,-23.960833,-46.333889
11873,26040,Nova Iguaçu,RJ,-22.7592175,-43.4508728
11874,94450,Viamão,RS,-30.0819338,-51.0261927
11875,14032,Ribeirão Preto,SP,-21.178333,-47.8066671
11876,33350,São José da Lapa,MG,-19.6988548,-43.9583194
11877,20071,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11878,53444,Paulista,PE,-7.9340069,-34.868407
11879,59596,Galinhos,RN,-5.0923928,-36.2744827
11880,97200,Restinga Seca,RS,-29.8145611,-53.3734546
11881,84535,Fernandes Pinheiro,PR,-25.4148066,-50.5489837
11882,97043,Santa Maria,RS,-29.6860512,-53.8069214
11883,15093,São José do Rio Preto,SP,-20.8125851,-49.3804212
11884,11726,Praia Grande,SP,-24.005833,-46.402778
11885,64224,Ilha Grande,PI,-2.8520082,-41.8166904
11886,36979,Alto Caparaó,MG,-20.45726905,-41.85675473848279
11887,85980,Guaíra,PR,-24.0851924,-54.2567519
11888,25638,Petrópolis,RJ,-22.5075743,-43.1785356
11889,23565,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11890,68545,Pau D'Arco,PA,-7.8331153,-50.0404438
11891,70712,Brasília,DF,-15.7934036,-47.8823172
11892,49160,Nossa Senhora do Socorro,SE,-10.8553115,-37.1264863
11893,63307,Mangabeira,CE,-6.760645,-39.1232951
11894,16022,Araçatuba,SP,-21.207992,-50.4390225
11895,66814,Belém,PA,-1.45056,-48.4682453
11896,98370,Novo Tiradentes,RS,-27.5628338,-53.1827183
11897,32616,Betim,MG,-19.968056,-44.198333
11898,20943,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11899,25961,Teresópolis,RJ,-22.4164578,-42.975194
11900,73035,Brasília,DF,-15.7934036,-47.8823172
11901,27135,Barra do Piraí,RJ,-22.4703403,-43.8263256
11902,62108,Baracho,CE,-3.7022817,-40.5243028
11903,35368,Sericita,MG,-20.4738307,-42.4821683
11904,85520,Vitorino,PR,-26.2647687,-52.7804392
11905,72755,Brasília,DF,-15.7934036,-47.8823172
11906,18330,Iporanga,SP,-24.5843214,-48.594028
11907,94045,Gravataí,RS,-29.9440222,-50.9930938
11908,68800,Breves,PA,-1.68036,-50.479085
11909,70044,Brasília,DF,-15.7934036,-47.8823172
11910,24421,São Gonçalo,RJ,-22.8219014,-43.0309252
11911,76240,Aragarças,GO,-15.8957166,-52.2514538
11912,86015,Londrina,PR,-23.3112878,-51.1595023
11913,37218,Ijaci,MG,-21.1700929,-44.9280621
11914,55325,Brejão,PE,-9.02880825,-36.53727910136986
11915,58291,Curral de Cima,PB,-6.7174163,-35.266704
11916,69922,Rio Branco,AC,-9.9765362,-67.8220778
11917,44740,Saúde,BA,-10.9414907,-40.4205842
11918,87207,Cianorte,PR,-23.662036,-52.6103989
11919,23510,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11920,07785,Cajamar,SP,-23.3561111,-46.8769444
11921,89251,Jaraguá do Sul,SC,-26.4897432,-49.0778063
11922,86240,São Sebastião da Amoreira,PR,-23.4647501,-50.7605173
11923,37006,Varginha,MG,-21.5565914,-45.4340674
11924,04746,São Paulo,SP,-23.5506507,-46.6333824
11925,55930,Camutanga,PE,-7.43885925,-35.30665746169613
11926,69095,Manaus,AM,-3.1316333,-59.9825041
11927,70760,Brasília,DF,-15.7934036,-47.8823172
11928,40713,Salvador,BA,-12.9822499,-38.4812772
11929,79230,Guia Lopes da Laguna,MS,-21.5375346,-55.96134153440401
11930,81495,Curitiba,PR,-25.4295963,-49.2712724
11931,58802,Sousa,PB,-6.7662029,-38.2319607
11932,06765,Taboão da Serra,SP,-23.6121912,-46.7790539
11933,29918,Linhares,ES,-19.3816944,-40.0612213
11934,27337,Barra Mansa,RJ,-22.5394843,-44.1735129
11935,05407,São Paulo,SP,-23.5506507,-46.6333824
11936,88075,Florianópolis,SC,-27.5973002,-48.5496098
11937,96080,Pelotas,RS,-31.7699736,-52.3410161
11938,78570,Novo Horizonte do Norte,MT,-11.3904019,-57.3159067
11939,45020,Vitória da Conquista,BA,-14.8567487,-40.8414804
11940,36335,Ritápolis,MG,-21.0250052,-44.3186566
11941,74825,Goiânia,GO,-16.680882,-49.2532691
11942,55194,Santa Cruz do Capibaribe,PE,-7.948019,-36.206092
11943,49048,Aracaju,SE,-10.9162061,-37.0774655
11944,88380,Balneário Piçarras,SC,-26.7638889,-48.6716667
11945,57390,Olho D'Água Grande,AL,-10.056075,-36.8135254
11946,97880,São Nicolau,RS,-28.1857386,-55.2615035
11947,48445,Heliópolis,BA,-10.6753416,-38.2815308
11948,96071,Pelotas,RS,-31.7699736,-52.3410161
11949,91751,Porto Alegre,RS,-30.0324999,-51.2303767
11950,85509,Pato Branco,PR,-26.2295984,-52.6712474
11951,13211,Jundiaí,SP,-23.1887668,-46.884506
11952,27947,Macaé,RJ,-22.3712958,-41.7866922
11953,66815,Belém,PA,-1.45056,-48.4682453
11954,26190,Belford Roxo,RJ,-22.7667284,-43.4033603
11955,87565,Cafezal do Sul,PR,-23.900508,-53.512418
11956,34007,Nova Lima,MG,-19.9854089,-43.8470691
11957,94930,Cachoeirinha,RS,-29.9493353,-51.0898927
11958,07912,Francisco Morato,SP,-23.2817308,-46.7448996
11959,29199,Aracruz,ES,-19.8245218,-40.2735025
11960,86049,Londrina,PR,-23.3112878,-51.1595023
11961,91020,Porto Alegre,RS,-30.0324999,-51.2303767
11962,76515,Campos Verdes,GO,-14.2709062,-49.65746
11963,74660,Goiânia,GO,-16.680882,-49.2532691
11964,99960,Charrua,RS,-27.9533747,-52.0312591
11965,23010,Rio de Janeiro,RJ,-22.9110137,-43.2093727
11966,68527,Abel Figueiredo,PA,-4.953001,-48.3958485
11967,87525,Ivaté,PR,-23.4084656,-53.3698352
11968,76165,Americano do Brasil,GO,-16.2515808,-49.9806104
11969,81050,Curitiba,PR,-25.4295963,-49.2712724
11970,35613,Estrela do Indaiá,MG,-19.5225,-45.7875
11971,70773,Brasília,DF,-15.7934036,-47.8823172
11972,87105,Maringá,PR,-23.425269,-51.9382078
11973,26430,Japeri,RJ,-22.6427642,-43.6533831
11974,87395,Rancho Alegre d'Oeste,PR,-24.3065214,-52.9551791
11975,81030,Curitiba,PR,-25.4295963,-49.2712724
11976,73804,Formosa,GO,-15.5492443,-47.3301212
11977,08581,Itaquaquecetuba,SP,-23.4754492,-46.3514033
11978,89803,Chapecó,SC,-27.0922364,-52.6166878
11979,74080,Goiânia,GO,-16.680882,-49.2532691
11980,44004,Feira de Santana,BA,-12.2578934,-38.9598047
11981,65485,Itapecuru Mirim,MA,-3.3973569,-44.3560724
11982,44063,Feira de Santana,BA,-12.2578934,-38.9598047
11983,26382,Queimados,RJ,-22.7156978,-43.555754
11984,85610,Renascença,PR,-26.158837,-52.970349
11985,26255,Nova Iguaçu,RJ,-22.7592175,-43.4508728
11986,71630,Brasília,DF,-15.7934036,-47.8823172
11987,88828,Balneário Rincão,SC,-28.8235718,-49.2241642
11988,35345,Córrego Novo,MG,-19.832223,-42.395833
11989,16404,Lins,SP,-21.6741873,-49.7518932
11990,79823,Dourados,MS,-22.2206145,-54.812208
11991,13440,Saltinho,SP,-22.865723850000002,-47.73190449902166
11992,44096,Feira de Santana,BA,-12.2578934,-38.9598047
11993,59188,Jundiá,RN,-6.2707116,-35.3279507
11994,53520,Abreu e Lima,PE,-7.900719,-34.898389
11995,95730,Barão,RS,-29.372474,-51.494908
11996,71730,Brasília,DF,-15.7934036,-47.8823172
11997,60831,Fortaleza,CE,-3.7304512,-38.5217989
11998,93800,Sapiranga,RS,-29.6392382,-51.0068586
11999,89854,Santiago do Sul,SC,-26.6346323,-52.6753323
12000,07718,Caieiras,SP,-23.3644621,-46.7484765
12001,12501,Guaratinguetá,SP,-22.8057839,-45.1908926
12002,98160,Ivorá,RS,-29.5196814,-53.5804505
12003,68610,Augusto Corrêa,PA,-1.0229335,-46.6404029
12004,66913,Belém,PA,-1.45056,-48.4682453
12005,89032,Blumenau,SC,-26.9195567,-49.0658025
12006,31150,Belo Horizonte,MG,-19.9227318,-43.9450948
12007,13209,Jundiaí,SP,-23.1887668,-46.884506
12008,13070,Campinas,SP,-22.90556,-47.06083
12009,97960,Sete de Setembro,RS,-28.1297132,-54.462746
12010,76908,Ji-Paraná,RO,-10.8778148,-61.9277854
12011,03105,São Paulo,SP,-23.5506507,-46.6333824
12012,35039,Governador Valadares,MG,-18.8539497,-41.9458753
12013,69917,Rio Branco,AC,-9.9765362,-67.8220778
12014,66843,Belém,PA,-1.45056,-48.4682453
12015,76930,Alvorada D'Oeste,RO,-11.346271,-62.284697
12016,78051,Cuiabá,MT,-15.5986686,-56.0991301
12017,38742,Patrocínio,MG,-18.9408294,-46.9926624
12018,13288,Vinhedo,SP,-23.0298535,-46.9749847
12019,69117,Rio Preto da Eva,AM,-2.6990647,-59.7012494
12020,38794,Varjão de Minas,MG,-18.3791473,-46.030627
12021,24070,Niterói,RJ,-22.8832371,-43.1154552
12022,32661,Betim,MG,-19.968056,-44.198333
12023,93510,Novo Hamburgo,RS,-29.6905705,-51.1429035
12024,57017,Maceió,AL,-9.6476843,-35.7339264
12025,66120,Belém,PA,-1.45056,-48.4682453
12026,75382,Trindade,GO,-16.6549924,-49.4876203
12027,71735,Brasília,DF,-15.7934036,-47.8823172
12028,65279,Presidente Médici,MA,-2.3764612,-45.8207313
12029,54705,São Lourenço da Mata,PE,-7.9959607,-35.039335
12030,79821,Dourados,MS,-22.2206145,-54.812208
12031,57180,Barra de São Miguel,AL,-9.8261357,-35.8837777
12032,64205,Parnaíba,PI,-2.9147515,-41.7661953
12033,96501,Cachoeira do Sul,RS,-30.0482234,-52.8901686
12034,39730,Virginópolis,MG,-18.8226124,-42.7053967
12035,68520,São Domingos do Araguaia,PA,-5.5416409,-48.7291003
12036,36772,Cataguases,MG,-21.387426,-42.6957219
12037,78031,Cuiabá,MT,-15.5986686,-56.0991301
12038,18409,Itapeva,SP,-23.9849105,-48.8803886
12039,29640,Santa Leopoldina,ES,-20.10818305,-40.53278123102642
12040,36855,Eugenópolis,MG,-21.0968165,-42.1850985
12041,38741,Patrocínio,MG,-18.9408294,-46.9926624
12042,87320,Roncador,PR,-24.5952165,-52.2710073
12043,64085,Teresina,PI,-5.0896403,-42.809588
12044,07154,Guarulhos,SP,-23.4430602,-46.524459
12045,49945,São Francisco,SE,-20.3604438,-50.696603
12046,35760,Fortuna de Minas,MG,-19.561662,-44.4451854
12047,79880,Douradina,MS,-22.0402812,-54.6118292
12048,25740,Petrópolis,RJ,-22.5075743,-43.1785356
12049,59031,Natal,RN,-5.805398,-35.2080905
12050,13830,Santo Antônio de Posse,SP,-22.6054087,-46.9210727
12051,48360,Acajutiba,BA,-11.6609659,-38.0186381
12052,31985,Belo Horizonte,MG,-19.9227318,-43.9450948
12053,89275,Schroeder,SC,-26.411571,-49.074041
12054,98920,Horizontina,RS,-27.627931,-54.3090256
12055,84950,Wenceslau Braz,PR,-23.8748841,-49.8035872
12056,79040,Campo Grande,MS,-20.4640173,-54.6162947
12057,78745,Rondonópolis,MT,-16.4603533,-54.6397099
12058,57300,Arapiraca,AL,-9.754866,-36.661471
12059,83980,Antônio Olinto,PR,-25.9849006,-50.1974516
12060,07989,Francisco Morato,SP,-23.2817308,-46.7448996
12061,17800,Adamantina,SP,-21.6866517,-51.0762975
12062,48601,Paulo Afonso,BA,-9.3991006,-38.226711
12063,37810,Guaranésia,MG,-21.3024827,-46.7956962
12064,26270,Nova Iguaçu,RJ,-22.7592175,-43.4508728
12065,72162,Brasília,DF,-15.7934036,-47.8823172
12066,77804,Araguaína,TO,-7.193241,-48.2018597
12067,76420,Niquelândia,GO,-14.4648655,-48.4572244
12068,26380,Queimados,RJ,-22.7156978,-43.555754
12069,25938,Magé,RJ,-22.6604221,-43.0426162
12070,54210,Jaboatão dos Guararapes,PE,-8.1752476,-34.9468716
12071,68516,Carajás,PA,-6.0705333,-50.0679411
12072,59460,São Paulo do Potengi,RN,-5.8941684,-35.7648309
12073,67125,Ananindeua,PA,-1.374035,-48.4016623
12074,63620,Solonópole,CE,-5.7329092,-39.0098669
12075,76909,Ji-Paraná,RO,-10.8778148,-61.9277854
12076,39678,Aricanduva,MG,-17.8678,-42.5569
12077,78035,Cuiabá,MT,-15.5986686,-56.0991301
12078,38743,Patrocínio,MG,-18.9408294,-46.9926624
12079,64895,Brejo do Piauí,PI,-8.207583,-42.8359849
12080,42722,Lauro de Freitas,BA,-12.89242,-38.3127691
12081,66812,Belém,PA,-1.45056,-48.4682453
12082,79108,Campo Grande,MS,-20.4640173,-54.6162947
12083,24756,São Gonçalo,RJ,-22.8219014,-43.0309252
12084,89023,Blumenau,SC,-26.9195567,-49.0658025
12085,07152,Guarulhos,SP,-23.4430602,-46.524459
12086,95280,São José dos Ausentes,RS,-28.670629400000003,-49.969186081497746
12087,74986,Aparecida de Goiânia,GO,-16.8226769,-49.2452546
12088,09070,Santo André,SP,-23.6573395,-46.5322504
12089,13469,Americana,SP,-22.7392463,-47.3306032
12090,35324,Entre Folhas,MG,-19.6258823,-42.2328975
12091,13104,Campinas,SP,-22.90556,-47.06083
12092,63165,Nova Olinda,CE,-7.0934174,-39.6789815
12093,71615,Brasília,DF,-15.7934036,-47.8823172
12094,30644,Belo Horizonte,MG,-19.9227318,-43.9450948
12095,46880,Itaberaba,BA,-12.524182,-40.305897
12096,29306,Cachoeiro de Itapemirim,ES,-20.848084,-41.11129
12097,65968,Campestre do Maranhão,MA,-6.1729113,-47.3640512
12098,47310,Santana do Sobrado,BA,-9.2965333,-40.8218349
12099,31744,Belo Horizonte,MG,-19.9227318,-43.9450948
12100,19010,Presidente Prudente,SP,-22.1225167,-51.3882528
12101,78170,Nossa Senhora do Livramento,MT,-15.7725185,-56.3442904
12102,74533,Goiânia,GO,-16.680882,-49.2532691
12103,88215,Bombinhas,SC,-27.1519159,-48.4875691
12104,72715,Brasília,DF,-15.7934036,-47.8823172
12105,18520,Cerquilho,SP,-23.1626556,-47.7433878
12106,58806,Sousa,PB,-6.7662029,-38.2319607
12107,75470,Nova Veneza,GO,-16.3709074,-49.3212061
12108,75381,Trindade,GO,-16.6549924,-49.4876203
12109,38390,Centralina,MG,-18.5843349,-49.1954739
12110,11497,Guarujá,SP,-23.9927768,-46.2558332
12111,11045,Santos,SP,-23.960833,-46.333889
12112,09520,São Caetano do Sul,SP,-23.6195923,-46.5688323
12113,89832,Ipuaçu,SC,-26.6349873,-52.4555915
12114,36976,Alto Jequitibá,MG,-20.438012399999998,-41.95316239489647
12115,12703,Cruzeiro,SP,-22.5783685,-44.9642044
12116,29500,Alegre,ES,-20.728080499999997,-41.49667054846215
12117,66060,Belém,PA,-1.45056,-48.4682453
12118,85927,Concórdia do Oeste,PR,-24.7131312,-53.8498922
12119,78335,Colniza,MT,-9.4560637,-59.2197132
12120,61946,Maranguape,CE,-3.8922967,-38.6835427
12121,17760,Inúbia Paulista,SP,-21.7701831,-50.9616718
12122,68780,Vigia,PA,-0.8546027,-48.1432873
12123,95044,Caxias do Sul,RS,-29.1684951,-51.1796197
12124,63043,Juazeiro do Norte,CE,-7.2153453,-39.3153336
12125,83045,São José dos Pinhais,PR,-25.533816,-49.2072163
12126,87013,Maringá,PR,-23.425269,-51.9382078
12127,83312,Piraquara,PR,-25.4423273,-49.0604473
12128,37903,Passos,MG,-20.7167803,-46.6156864
12129,71972,Brasília,DF,-15.7934036,-47.8823172
12130,17160,Arealva,SP,-22.0301906,-48.9111936
12131,49088,Aracaju,SE,-10.9162061,-37.0774655
12132,63013,Juazeiro do Norte,CE,-7.2153453,-39.3153336
12133,88717,Sangão,SC,-28.6397512,-49.1266106
12134,53443,Paulista,PE,-7.9340069,-34.868407
12135,24119,Niterói,RJ,-22.8832371,-43.1154552
12136,57035,Maceió,AL,-9.6476843,-35.7339264
12137,77463,Crixás do Tocantins,TO,-11.1039404,-48.918827
12138,58398,Remígio,PB,-6.9686741,-35.7932133
12139,88920,Meleiro,SC,-28.8303183,-49.6349851
12140,36201,Barbacena,MG,-21.2254524,-43.7735087
12141,13910,Jaguariúna,SP,-22.70374,-46.985062
12142,32419,Ibirité,MG,-20.0214251,-44.0621506
12143,57301,Arapiraca,AL,-9.754866,-36.661471
12144,46805,Macajuba,BA,-12.1376415,-40.3590055
12145,86181,Cambé,PR,-23.2782035,-51.2779583
12146,35567,São Sebastião do Oeste,MG,-20.274723,-45.003611
12147,09670,São Bernardo do Campo,SP,-23.7080345,-46.5506747
12148,45270,Nova Canaã,BA,-14.7936791,-40.1453848
12149,58101,Cabedelo,PB,-6.97324,-34.8351609
12150,74968,Aparecida de Goiânia,GO,-16.8226769,-49.2452546
12151,12441,Pindamonhangaba,SP,-22.9340165,-45.462938
12152,15450,Onda Verde,SP,-20.6071428,-49.2950997
12153,70383,Brasília,DF,-15.7934036,-47.8823172
12154,86808,Apucarana,PR,-23.5525327,-51.4610764
12155,99145,Coxilha,RS,-28.1255645,-52.2976394
12156,81830,Curitiba,PR,-25.4295963,-49.2712724
12157,35437,Diogo de Vasconcelos,MG,-20.4868723,-43.1984645
12158,26510,Nilópolis,RJ,-22.8080114,-43.4138222
12159,26127,Belford Roxo,RJ,-22.7667284,-43.4033603
12160,06857,Itapecerica da Serra,SP,-23.7176303,-46.8492435
12161,58322,Conde,PB,-7.2600359,-34.9053524
12162,17490,Piratininga,SP,-22.4136363,-49.1351479
12163,33105,Santa Luzia,MG,-19.7702097,-43.8505291
12164,69077,Manaus,AM,-3.1316333,-59.9825041
12165,40710,Salvador,BA,-12.9822499,-38.4812772
12166,23058,Rio de Janeiro,RJ,-22.9110137,-43.2093727
12167,60765,Fortaleza,CE,-3.7304512,-38.5217989
12168,89085,Indaial,SC,-26.8901747,-49.2416736
12169,32675,Betim,MG,-19.968056,-44.198333
12170,74893,Goiânia,GO,-16.680882,-49.2532691
12171,64650,Monsenhor Hipólito,PI,-6.9972682,-41.029733
12172,95500,Santo Antônio da Patrulha,RS,-29.826768,-50.517489
12173,78735,Rondonópolis,MT,-16.4603533,-54.6397099
12174,07075,Guarulhos,SP,-23.4430602,-46.524459
12175,25056,Duque de Caxias,RJ,-22.7896225,-43.309929
12176,15425,Embaúba,SP,-20.9819513,-48.837455
12177,04377,São Paulo,SP,-23.5506507,-46.6333824
12178,45983,Cumuruxatiba,BA,-17.0549629,-39.29681784031544
12179,77827,Araguaína,TO,-7.193241,-48.2018597
12180,38082,Uberaba,MG,-19.750833,-47.936666
12181,35442,Rio Doce,MG,-20.2447972,-42.8970432
12182,97572,Sant'Ana do Livramento,RS,-30.8894097,-55.5317694
